394,207,443,283
388,210,442,283
392,210,440,281
395,211,444,290
390,219,444,283
394,213,441,282
356,187,453,268
392,217,441,282
389,216,443,282
388,217,438,290
396,217,450,284
391,216,446,296
387,215,449,288
393,221,444,287
393,222,442,285
392,223,448,286
391,223,442,286
357,188,454,267
390,219,442,286
394,225,438,292
395,222,442,287
393,226,453,289
386,225,444,292
391,226,444,291
393,225,444,291
387,231,440,295
390,230,444,292
386,231,443,296
355,185,448,261
382,231,439,298
385,235,439,297
389,230,439,300
387,233,440,293
387,232,443,298
385,234,440,297
389,233,442,300
384,235,442,302
383,235,437,298
386,238,439,299
350,188,452,273
385,236,443,299
384,234,439,299
384,235,439,297
380,235,435,297
382,235,441,302
382,237,438,297
382,238,437,295
378,240,434,301
372,238,438,302
376,241,433,304
348,188,457,265
374,241,435,302
375,239,435,301
378,238,436,302
375,237,431,305
372,239,430,305
373,237,429,306
373,234,436,304
371,238,431,306
373,236,425,304
367,240,428,300
349,185,452,271
372,238,423,301
368,236,426,303
369,235,430,302
365,234,430,300
366,235,435,299
367,239,429,302
367,236,428,301
359,238,429,298
364,240,434,304
366,241,426,302
350,192,472,270
347,182,450,267
362,239,426,304
361,235,425,297
359,242,421,305
359,239,422,303
358,239,418,303
355,238,413,300
357,240,417,299
357,241,416,302
352,244,419,304
350,238,419,301
351,179,449,268
350,237,417,300
349,236,415,306
344,237,416,302
347,239,414,298
347,241,413,301
346,238,417,301
347,242,409,303
342,239,411,306
340,238,405,306
342,238,412,307
346,188,455,266
339,241,407,305
342,242,404,304
342,238,403,302
339,238,403,300
341,244,408,302
338,245,404,305
336,241,406,304
335,245,404,305
334,238,399,304
336,243,404,304
351,187,450,266
331,241,409,307
331,239,406,304
333,239,400,305
331,241,409,306
333,238,404,309
332,241,402,307
325,236,399,301
332,241,406,304
324,238,400,308
329,235,399,307
348,184,450,263
328,238,401,306
330,240,398,307
327,240,399,309
327,243,401,304
332,243,398,304
330,239,401,306
331,241,399,302
326,244,402,306
327,243,399,314
328,243,405,305
347,178,449,263
328,244,401,304
326,245,398,305
330,246,401,313
326,242,406,305
327,241,406,302
327,247,402,306
323,243,400,302
327,242,398,305
327,243,399,306
321,245,395,302
346,182,452,269
323,237,395,303
325,246,396,310
323,248,398,308
321,246,399,308
330,247,392,303
323,245,393,308
320,249,396,311
313,242,397,302
316,249,390,305
319,248,395,307
352,182,444,267
319,246,389,307
319,248,392,305
311,242,396,305
313,248,392,305
311,246,386,306
314,247,386,310
311,248,396,307
310,249,389,310
313,248,387,307
311,249,390,308
349,188,447,264
304,246,390,312
308,244,388,308
304,250,384,309
305,246,383,311
309,246,383,311
307,245,386,312
305,250,384,308
301,242,383,306
304,248,381,309
300,252,382,306
349,181,446,266
299,254,380,312
301,249,381,308
297,253,379,309
296,250,380,316
298,252,378,310
296,252,378,307
297,251,376,308
300,255,378,310
291,253,378,308
290,255,379,310
351,193,470,283
350,186,443,273
291,254,378,311
294,254,376,311
296,255,374,307
290,258,376,311
293,256,375,310
290,256,376,312
289,252,380,309
286,255,377,311
286,251,375,314
286,255,374,313
350,176,445,257
290,256,369,313
289,253,371,311
285,253,369,313
285,256,373,314
280,251,372,315
282,253,368,312
276,257,369,314
285,255,365,314
285,250,368,315
280,258,364,316
347,182,444,258
282,255,368,313
280,258,365,316
276,257,372,315
281,254,364,311
274,259,369,317
274,254,361,315
278,256,365,317
277,257,363,316
273,257,359,317
276,258,360,318
343,183,447,268
279,254,357,314
267,259,359,318
279,257,357,321
271,255,364,325
269,255,356,321
275,260,360,321
267,259,360,321
261,256,365,321
258,257,357,326
264,258,354,327
345,190,446,262
261,260,360,323
264,261,354,327
266,261,356,319
263,265,358,328
261,261,354,328
263,262,354,317
260,267,356,321
261,267,352,325
260,266,354,327
253,264,352,322
349,185,445,262
257,261,355,324
260,264,354,331
259,261,353,326
259,267,353,324
251,262,349,324
255,264,350,326
254,263,348,325
254,263,354,329
255,267,353,330
247,263,348,326
348,185,437,262
251,264,345,332
255,261,346,326
251,263,348,330
251,260,349,332
244,264,343,327
249,264,344,332
247,262,348,331
247,268,344,326
249,269,342,328
244,263,342,330
348,191,438,258
348,191,438,258
244,268,347,336
242,268,346,329
245,269,348,329
243,269,348,331
241,272,343,329
246,268,342,335
245,271,344,331
243,272,345,333
242,272,341,335
352,181,440,265
244,265,348,336
241,270,346,335
243,272,350,339
240,265,346,337
241,268,347,339
240,271,346,337
241,270,350,340
239,270,346,342
239,269,348,341
239,271,349,343
347,183,439,260
237,271,351,346
237,271,348,340
235,269,347,340
240,272,344,341
237,270,346,345
241,274,346,346
238,267,348,342
238,271,353,342
237,268,356,348
234,275,351,343
354,191,469,275
350,184,440,261
238,275,348,343
238,271,353,346
237,273,352,344
234,269,353,349
231,276,347,349
233,275,349,346
344,179,442,267
348,182,437,262
348,178,442,261
348,185,437,258
350,186,440,261
351,185,439,257
346,184,441,266
350,181,438,260
354,179,439,265
356,192,470,279
351,186,436,260
350,185,435,256
354,185,440,257
350,185,436,259
351,185,439,261
354,186,435,266
354,186,435,266
